"filename", "language", "JSON", "C++", "JavaScript", "Markdown", "JavaScript JSX", "CMake", "XML", "PostCSS", "HTML", "Dotenv", "MS SQL", "Properties", "YAML", "Dart", "Swift", "comment", "blank", "total"
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\backend-livreur\src\routes\driverRoutes.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 21
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\backend-livreur\src\server.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 43
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\backend-livreur\src\utils\helpers.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 39
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\backend-livreur\src\utils\mailer.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\ios\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 4, 13
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\ios\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 2, 14
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md", "Markdown", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\ios\Runner\Base.lproj\LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\ios\Runner\Base.lproj\Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 27
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\ios\Runner\Runner-Bridging-Header.h", "C++", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\main.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 3, 40
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\models\activity_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 7, 7, 82
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\models\delivery_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 8, 12, 134
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\models\delivery_request_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 2, 3, 49
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\models\driver_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 9, 17, 134
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\models\order_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 2, 28
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\models\vehicle_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 4, 40
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\services\api_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 4, 26
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\services\auth_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 6, 8, 112
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\services\biometric_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 8, 8, 60
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\services\delivery_request_manager.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 5, 4, 30
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\services\directions_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 8, 5, 39
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\services\driver_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 1, 7, 99
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\services\earnings_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 6, 70
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\services\google_auth_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 3, 7, 40
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\services\notification_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 3, 10, 78
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\services\orders_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 3, 8, 79
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\services\password_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 29, 5, 108
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\services\tracking_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 6, 8, 85
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\utils\constants.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 1, 4, 35
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\utils\driver_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 1, 8, 61
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\activities_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 0, 1, 17, 195
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\auth\forgot_password_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 8, 121
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\auth\otp_verification_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 1, 15, 200
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\auth\reset_password_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 1, 9, 172
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\commission_detail_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 12, 147
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\deliveries_list_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 291, 0, 3, 17, 311
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\delivery\new_delivery_request_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 8, 126
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\delivery_completed_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 1, 4, 84
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\delivery_detail_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 10, 142
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\delivery_map_route_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 5, 8, 86
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\delivery_map_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 0, 6, 20, 227
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\delivery_route_detail_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 256, 0, 5, 20, 281
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\delivery_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 2, 9, 133
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\earnings_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\home_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 404, 0, 6, 26, 436
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\login_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 370, 0, 15, 42, 427
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\main_navigation_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 7, 83
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\notifications_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\onboarding_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 8, 149
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\orders_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0, 13, 189
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\pending_verification_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 5, 8, 108
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\preparation_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\profile_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\settings_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 3, 10, 167
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\signup\signup_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 358, 0, 63, 27, 448
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\signup\signup_widgets.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 0, 4, 12, 240
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\splash_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 1, 10, 69
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\vehicle_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\lib\views\widgets\donut_chart.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 1, 12, 86
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\linux\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 129
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\linux\flutter\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 89
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\linux\flutter\generated_plugin_registrant.cc", "C++", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 24
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\linux\flutter\generated_plugin_registrant.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\linux\flutter\generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\linux\runner\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\linux\runner\main.cc", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\linux\runner\my_application.cc", "C++", 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 29, 149
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\linux\runner\my_application.h", "C++", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 22
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 3, 4, 27
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 4, 13
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 3, 14
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 344
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 4, 16
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 12, 22, 82
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\test\widget_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 10, 7, 31
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 15, 5, 39
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\web\manifest.json", "JSON", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 109
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\flutter\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 110
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 30
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\flutter\generated_plugin_registrant.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\flutter\generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\runner\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\runner\flutter_window.cpp", "C++", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\runner\flutter_window.h", "C++", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\runner\main.cpp", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\runner\resource.h", "C++", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\runner\utils.cpp", "C++", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\runner\utils.h", "C++", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\runner\win32_window.cpp", "C++", 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-livreur\windows\runner\win32_window.h", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\README.md", "Markdown", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\analysis_options.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 22, 4, 29
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\android\app\src\debug\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 8
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\android\app\src\main\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 49
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\android\app\src\main\res\drawable-v21\launch_background.xml", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 13
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\android\app\src\main\res\drawable\launch_background.xml", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 13
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\android\app\src\main\res\values-night\styles.xml", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 19
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\android\app\src\main\res\values\styles.xml", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 19
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\android\app\src\profile\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 8
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\android\gradle.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 1, 7
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\android\gradle\wrapper\gradle-wrapper.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\devtools_options.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\ios\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 4, 13
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\ios\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 2, 14
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md", "Markdown", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\ios\Runner\Base.lproj\LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\ios\Runner\Base.lproj\Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 27
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\ios\Runner\Runner-Bridging-Header.h", "C++", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\lib\config\app_routes.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 1, 12
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\lib\config\app_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 2, 6, 69
"c:\Users\MEITANG Junior\GLOTELHO\glotelho-tracking\glotelho-manager\lib\config\app_strings.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 6, 2, 81
